Producto,País,Ciudad,Cantidad_total_sacos,Devolución,Moneda,Pedido_ID,Fecha_Pedido,Cliente,Línea_Producto,Venta_Total,Canal_Venta,Costo_Envío,Ruta,Transportista,Devoluciones,Satisfacción_Cliente,Distribuidora,Contacto_Comercial,Tipo_Cliente,Incoterm,Medio_Transporte,Nro_Contenedor,Puerto_Salida
Harina panadera especial GN (50 kg),Perú,Trujillo,243,No,PEN,10423,2024-05-30,Panadería Doña Rosa,Panadera,1665.32,Tienda física,42.84,Ruta Norte,UPS,4,3,Harinas Express,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Chiclayo,250,No,PEN,10106,2024-02-17,Bodega Santa Rosa,Integral,3421.04,Tienda física,44.58,Ruta Centro,UPS,1,3,Logística Norte SAC,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),El Salvador,Santa Ana,218,Sí,USD,10119,2024-04-28,Panadería Cuscatlán,Integral,1878.66,Distribuidor,68.11,Ruta Centro,UPS,3,5,Logística Integral Perú,Carmen Vásquez,Exportación,FOB,Aéreo,CONT-554399,Matarani
Harina panadera integral (50 kg),El Salvador,Santa Ana,223,No,USD,10130,2024-06-16,Mercado Centro,Integral,3853.6,Tienda física,165.06,Ruta Norte,FedEx,0,5,TransHarinas SAC,Patricia Salazar,Exportación,CIF,Aéreo,CONT-307422,Callao
Harina panadera integral (50 kg),Perú,Cusco,215,No,PEN,10143,2024-08-10,Panadería San José,Integral,3442.64,Tienda física,79.92,Ruta Norte,FedEx,4,4,Logística Integral Perú,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Trujillo,339,No,PEN,10155,2024-10-06,Pastelería El Buen Sabor,Integral,3482.16,Online,99.32,Ruta Sur,UPS,4,1,TransHarinas SAC,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Arequipa,338,No,PEN,10167,2024-10-23,Pastelería Dulce Hogar,Integral,3363.52,Distribuidor,132.09,Ruta Sur,FedEx,0,1,Logística Integral Perú,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Venezuela,Caracas,348,No,USD,10178,2024-11-08,Supermercado Orinoco,Integral,3350.52,Distribuidor,247.32,Ruta Sur,UPS,0,1,Logística Norte SAC,Rosa Fernández,Exportación,FOB,Marítimo,CONT-841013,Matarani
Harina panadera integral (50 kg),Perú,Lima,292,No,PEN,10186,2024-11-14,Supermercado El Sol,Integral,2862.72,Distribuidor,23.88,Ruta Norte,FedEx,2,3,Logística Norte SAC,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Cusco,313,No,PEN,10197,2024-11-26,Pastelería Dulce Hogar,Integral,4036.04,Tienda física,201.83,Ruta Centro,UPS,4,1,TransHarinas SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Cusco,371,No,PEN,10209,2024-01-09,Panadería El Trigal,Integral,2817.92,Tienda física,207.29,Ruta Centro,UPS,4,5,Harinas Express,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Cuba,Santiago de Cuba,209,Sí,USD,10222,2024-02-19,Panadería El Malecón,Integral,4636.38,Tienda física,243.62,Ruta Sur,DHL,1,4,Distribuciones Santa Clara,Lucía Ramírez,Exportación,FOB,Aéreo,CONT-687892,Paita
Harina panadera integral (50 kg),Perú,Cusco,240,No,PEN,10248,2024-05-07,Panadería San José,Integral,1553.58,Online,281.17,Ruta Sur,FedEx,1,2,TransHarinas SAC,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Lima,202,No,PEN,10262,2024-06-24,Supermercado Túpac Amaru,Integral,2697.6,Tienda física,25.64,Ruta Norte,FedEx,4,4,Logística Norte SAC,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Cuba,Santiago de Cuba,236,No,USD,10273,2024-07-21,Panadería El Malecón,Integral,3334.04,Online,63.06,Ruta Centro,DHL,1,1,Logística Norte SAC,Ana Rojas,Exportación,CIF,Aéreo,CONT-707725,Callao
Harina panadera integral (50 kg),Perú,Lima,273,No,PEN,10283,2024-08-20,Pastelería Dulce Hogar,Integral,2059.26,Distribuidor,268.13,Ruta Sur,UPS,4,1,Distribuidora Andina Sur,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Cusco,320,No,PEN,10296,2024-09-15,Bodega Los Olivos,Integral,2023.14,Tienda física,148.39,Ruta Norte,UPS,3,5,Logística Integral Perú,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Cusco,329,No,PEN,10307,2024-10-14,Panificadora Andina,Integral,2586.64,Online,178.09,Ruta Sur,DHL,2,4,Logística Integral Perú,María Torres,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Guatemala,Quetzaltenango,384,No,USD,10316,2024-11-01,Supermercado Quetzal,Integral,1987.02,Online,205.65,Ruta Norte,DHL,1,5,Harinas Express,Carlos Huamán,Exportación,CIF,Marítimo,CONT-547090,Callao
Harina panadera integral (50 kg),Guatemala,Ciudad de Guatemala,304,No,USD,10327,2024-11-10,Supermercado Quetzal,Integral,1146.5,Tienda física,210.14,Ruta Centro,UPS,4,5,Distribuciones Santa Clara,Rosa Fernández,Exportación,DAP,Aéreo,CONT-124757,Matarani
Harina panadera integral (50 kg),Perú,Arequipa,358,No,PEN,10338,2024-11-22,Bodega Los Olivos,Integral,2312.24,Distribuidor,280.89,Ruta Norte,FedEx,1,2,Logística Norte SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Cuba,Santiago de Cuba,314,No,USD,10350,2024-12-02,Panadería El Malecón,Integral,2793.71,Distribuidor,299.15,Ruta Sur,DHL,2,5,Distribuciones Santa Clara,Luis Gutiérrez,Exportación,CIF,Marítimo,CONT-245946,Callao
Harina panadera integral (50 kg),Perú,Arequipa,293,No,PEN,10373,2024-01-31,Minimarket Don Lucho,Integral,1908.28,Distribuidor,221.64,Ruta Sur,DHL,3,5,TransHarinas SAC,Diego Chávez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Piura,240,Sí,PEN,10386,2024-03-01,Bodega Los Olivos,Integral,3441.37,Online,100.42,Ruta Centro,DHL,0,2,Logística Integral Perú,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Venezuela,Caracas,208,No,USD,10398,2024-03-30,Panadería El Ávila,Integral,2023.28,Online,266.33,Ruta Centro,DHL,0,3,Logística Integral Perú,Patricia Salazar,Exportación,DAP,Marítimo,CONT-551851,Matarani
Harina panadera integral (50 kg),Perú,Cusco,274,No,PEN,10400,2024-04-01,Bodega San Martín,Integral,2245.2,Online,33.78,Ruta Sur,DHL,1,3,Logística Norte SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Colombia,Bogotá,391,Sí,USD,10414,2024-05-06,Panadería La Candelaria,Integral,3255.12,Online,84.7,Ruta Sur,DHL,4,2,Distribuciones Santa Clara,Miguel Sánchez,Exportación,CIF,Aéreo,CONT-040200,Callao
Harina panadera premium (50 kg),Guatemala,Ciudad de Guatemala,224,No,USD,10103,2024-01-29,Panadería Chapina,Premium,2539.5,Distribuidor,271.27,Ruta Sur,UPS,2,5,Harinas Express,Lucía Ramírez,Exportación,FOB,Marítimo,CONT-619515,Callao
Harina panadera premium (50 kg),Panamá,Ciudad de Panamá,281,No,USD,10111,2024-03-25,Panadería Panamá Viejo,Premium,4818.15,Tienda física,91.73,Ruta Centro,UPS,3,1,Logística Norte SAC,Miguel Sánchez,Exportación,CIF,Marítimo,CONT-476251,Paita
Harina panadera premium (50 kg),Perú,Lima,307,No,PEN,10126,2024-05-28,Bodega Los Olivos,Premium,2921.7,Online,81.78,Ruta Sur,DHL,3,4,Distribuidora Andina Sur,Juan Pérez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Arequipa,400,No,PEN,10139,2024-07-16,Panadería San José,Premium,1801.2,Online,58.68,Ruta Centro,UPS,3,1,Logística Norte SAC,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Arequipa,284,No,PEN,10150,2024-09-19,Panadería El Trigal,Premium,2804.36,Distribuidor,260.55,Ruta Sur,FedEx,0,1,TransHarinas SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Cuba,La Habana,366,No,USD,10163,2024-10-20,Panadería El Malecón,Premium,4900.8,Tienda física,160.02,Ruta Norte,FedEx,2,5,Distribuciones Santa Clara,Patricia Salazar,Exportación,CIF,Aéreo,CONT-106234,Paita
Harina panadera premium (50 kg),Perú,Lima,207,No,PEN,10173,2024-11-05,Panadería Doña Rosa,Premium,2759.31,Tienda física,208.97,Ruta Norte,DHL,0,4,Distribuciones Santa Clara,Ana Rojas,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Venezuela,Caracas,381,No,USD,10183,2024-11-13,Supermercado Orinoco,Premium,2488.2,Distribuidor,86.94,Ruta Sur,FedEx,1,4,Distribuciones Santa Clara,Patricia Salazar,Exportación,DAP,Marítimo,CONT-866752,Paita
Harina panadera premium (50 kg),Perú,Chiclayo,230,No,PEN,10193,2024-11-21,Panificadora Andina,Premium,2769.89,Distribuidor,232.25,Ruta Norte,FedEx,3,3,Distribuciones Santa Clara,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Guatemala,Ciudad de Guatemala,261,No,USD,10206,2024-12-05,Panadería Chapina,Premium,3581.4,Tienda física,232.8,Ruta Centro,UPS,2,2,Logística Integral Perú,Pedro Castillo,Exportación,CIF,Aéreo,CONT-118714,Callao
Harina panadera premium (50 kg),Panamá,Ciudad de Panamá,235,No,USD,10215,2024-01-29,Panadería Panamá Viejo,Premium,5285.14,Online,107.53,Ruta Norte,UPS,3,5,Logística Norte SAC,Andrés Quispe,Exportación,CIF,Marítimo,CONT-734150,Matarani
Harina panadera premium (50 kg),Venezuela,Valencia,247,No,USD,10228,2024-03-10,Supermercado Orinoco,Premium,3181.53,Tienda física,134.99,Ruta Norte,UPS,0,4,Harinas Express,Rosa Fernández,Exportación,CIF,Aéreo,CONT-041792,Callao
Harina panadera premium (50 kg),Perú,Cusco,234,No,PEN,10244,2024-04-29,Bodega San Martín,Premium,3340.51,Distribuidor,78.71,Ruta Centro,UPS,0,5,Distribuidora Andina Sur,Juan Pérez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Trujillo,246,Sí,PEN,10257,2024-06-14,Pastelería Dulce Hogar,Premium,3138.34,Online,293.44,Ruta Norte,FedEx,0,3,Distribuciones Santa Clara,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Trujillo,304,No,PEN,10270,2024-07-19,Pastelería La Estrella,Premium,4775.08,Online,200.77,Ruta Norte,DHL,3,1,Logística Integral Perú,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Trujillo,394,No,PEN,10280,2024-08-17,Pastelería El Buen Sabor,Premium,3006.43,Distribuidor,281.67,Ruta Sur,UPS,2,4,Distribuidora Andina Sur,María Torres,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Colombia,Bogotá,387,Sí,USD,10291,2024-09-08,Panadería La Candelaria,Premium,2866.26,Distribuidor,104.95,Ruta Centro,FedEx,2,3,TransHarinas SAC,Ana Rojas,Exportación,CIF,Marítimo,CONT-677895,Callao
Harina panadera premium (50 kg),Perú,Piura,336,No,PEN,10304,2024-10-11,Bodega Los Olivos,Premium,2232.62,Distribuidor,238.93,Ruta Centro,UPS,1,5,Harinas Express,María Torres,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Venezuela,Valencia,258,No,USD,10312,2024-10-21,Supermercado Orinoco,Premium,4457.02,Tienda física,234.44,Ruta Sur,FedEx,3,3,Harinas Express,Juan Pérez,Exportación,CIF,Aéreo,CONT-885518,Paita
Harina panadera premium (50 kg),Perú,Lima,396,No,PEN,10322,2024-11-04,Pastelería El Buen Sabor,Premium,2257.92,Tienda física,213.66,Ruta Sur,UPS,1,3,Distribuidora Andina Sur,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Arequipa,265,No,PEN,10332,2024-11-17,Minimarket Don Lucho,Premium,1592.0,Online,290.38,Ruta Norte,DHL,1,3,Logística Norte SAC,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Venezuela,Valencia,255,No,USD,10347,2024-11-29,Panadería El Ávila,Premium,4948.2,Distribuidor,130.2,Ruta Norte,UPS,1,3,Distribuciones Santa Clara,Pedro Castillo,Exportación,FOB,Marítimo,CONT-951934,Paita
Harina panadera premium (50 kg),EEUU,Houston,385,Sí,USD,10357,2024-12-10,Latin Market Miami,Premium,5160.76,Online,56.6,Ruta Norte,DHL,1,3,Logística Integral Perú,Andrés Quispe,Exportación,FOB,Marítimo,CONT-336329,Callao
Harina panadera premium (50 kg),Perú,Trujillo,252,No,PEN,10369,2024-01-20,Pastelería La Estrella,Premium,1978.62,Online,208.08,Ruta Sur,UPS,0,3,Distribuciones Santa Clara,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Venezuela,Caracas,388,No,USD,10381,2024-02-17,Panadería El Ávila,Premium,4288.2,Online,224.21,Ruta Centro,UPS,1,2,Harinas Express,Andrés Quispe,Exportación,DAP,Aéreo,CONT-197235,Matarani
Harina panadera premium (50 kg),Perú,Lima,318,No,PEN,10392,2024-03-10,Panificadora InkaPan,Premium,2520.68,Online,181.02,Ruta Norte,UPS,2,5,Logística Norte SAC,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Arequipa,348,No,PEN,10423,2024-05-30,Panificadora Andina,Premium,1781.22,Distribuidor,77.91,Ruta Sur,FedEx,1,1,TransHarinas SAC,Ana Rojas,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Cuba,La Habana,201,No,USD,10105,2024-02-11,Bodega Habana Centro,Panetonera,3065.04,Online,161.25,Ruta Centro,FedEx,0,5,Logística Norte SAC,Rosa Fernández,Exportación,CIF,Aéreo,CONT-293875,Matarani
Harina panetonera especial (50 kg),Perú,Trujillo,219,No,PEN,10117,2024-04-16,Panadería El Trigal,Panetonera,3551.34,Distribuidor,107.41,Ruta Sur,DHL,4,4,Distribuciones Santa Clara,María Torres,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Trujillo,331,No,PEN,10128,2024-06-06,Supermercado Túpac Amaru,Panetonera,5544.02,Distribuidor,139.69,Ruta Norte,DHL,4,4,Distribuidora Andina Sur,Andrés Quispe,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Panamá,Ciudad de Panamá,340,No,USD,10142,2024-08-08,Panadería Panamá Viejo,Panetonera,6034.33,Tienda física,200.66,Ruta Sur,FedEx,4,5,TransHarinas SAC,Miguel Sánchez,Exportación,FOB,Marítimo,CONT-714285,Matarani
Harina panetonera especial (50 kg),Cuba,Santiago de Cuba,275,No,USD,10153,2024-09-28,Bodega Habana Centro,Panetonera,3641.57,Distribuidor,228.66,Ruta Sur,DHL,3,3,TransHarinas SAC,Andrés Quispe,Exportación,CIF,Aéreo,CONT-237748,Callao
Harina panetonera especial (50 kg),Perú,Piura,365,No,PEN,10166,2024-10-21,Panadería San José,Panetonera,6930.74,Tienda física,85.02,Ruta Sur,DHL,2,2,Logística Norte SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),EEUU,Los Ángeles,239,No,USD,10177,2024-11-07,Latin Market Miami,Panetonera,3675.63,Distribuidor,133.49,Ruta Sur,FedEx,0,1,Logística Norte SAC,Miguel Sánchez,Exportación,FOB,Marítimo,CONT-526222,Matarani
Harina panetonera especial (50 kg),Perú,Chiclayo,359,Sí,PEN,10185,2024-11-14,Supermercado Túpac Amaru,Panetonera,3442.04,Distribuidor,95.37,Ruta Centro,FedEx,4,3,Harinas Express,Andrés Quispe,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Venezuela,Caracas,323,No,USD,10196,2024-11-26,Supermercado Orinoco,Panetonera,6893.81,Distribuidor,75.62,Ruta Norte,FedEx,0,5,TransHarinas SAC,Carlos Huamán,Exportación,DAP,Aéreo,CONT-704885,Paita
Harina panetonera especial (50 kg),Perú,Piura,283,No,PEN,10208,2024-01-02,Bodega San Martín,Panetonera,2622.48,Tienda física,239.35,Ruta Centro,FedEx,0,5,TransHarinas SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Cuba,Santiago de Cuba,235,No,USD,10221,2024-02-18,Bodega Habana Centro,Panetonera,4417.38,Tienda física,274.59,Ruta Sur,UPS,3,2,Logística Norte SAC,Diego Chávez,Exportación,FOB,Aéreo,CONT-326324,Callao
Harina panetonera especial (50 kg),Perú,Chiclayo,271,No,PEN,10232,2024-03-20,Pastelería Dulce Hogar,Panetonera,3606.02,Online,123.67,Ruta Sur,FedEx,4,2,TransHarinas SAC,María Torres,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Lima,388,No,PEN,10248,2024-05-07,Bodega Santa Rosa,Panetonera,3802.56,Tienda física,230.36,Ruta Norte,DHL,1,5,Logística Norte SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Piura,249,No,PEN,10273,2024-07-21,Panificadora InkaPan,Panetonera,5026.4,Tienda física,271.16,Ruta Norte,UPS,0,3,Harinas Express,Carlos Huamán,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Arequipa,253,No,PEN,10282,2024-08-20,Minimarket Don Lucho,Panetonera,6695.53,Tienda física,256.91,Ruta Centro,UPS,4,3,Harinas Express,Carlos Huamán,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Panamá,Ciudad de Panamá,357,No,USD,10293,2024-09-09,Canal Market,Panetonera,2819.28,Tienda física,71.19,Ruta Centro,DHL,0,3,Distribuidora Andina Sur,Carlos Huamán,Exportación,DAP,Aéreo,CONT-757471,Matarani
Harina panetonera especial (50 kg),Perú,Trujillo,322,No,PEN,10306,2024-10-14,Supermercado Túpac Amaru,Panetonera,3759.04,Online,287.76,Ruta Norte,UPS,3,1,Distribuidora Andina Sur,Pedro Castillo,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Lima,400,No,PEN,10314,2024-10-22,Bodega Santa Rosa,Panetonera,2731.8,Tienda física,125.47,Ruta Centro,DHL,3,1,TransHarinas SAC,María Torres,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Piura,389,No,PEN,10325,2024-11-05,Supermercado Túpac Amaru,Panetonera,1658.88,Distribuidor,114.99,Ruta Sur,UPS,1,3,Logística Integral Perú,Lucía Ramírez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Cusco,265,No,PEN,10336,2024-11-20,Panificadora Andina,Panetonera,5778.24,Distribuidor,37.48,Ruta Sur,UPS,3,5,Logística Integral Perú,María Torres,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Venezuela,Valencia,255,No,USD,10350,2024-12-02,Panadería El Ávila,Panetonera,5191.12,Tienda física,156.13,Ruta Norte,DHL,4,2,Logística Integral Perú,Patricia Salazar,Exportación,CIF,Marítimo,CONT-322971,Paita
Harina panetonera especial (50 kg),Perú,Chiclayo,296,No,PEN,10372,2024-01-26,Pastelería La Estrella,Panetonera,3862.88,Tienda física,50.52,Ruta Centro,DHL,3,4,Distribuidora Andina Sur,Carlos Huamán,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),El Salvador,Santa Ana,253,No,USD,10383,2024-02-22,Mercado Centro,Panetonera,1476.48,Distribuidor,89.59,Ruta Sur,DHL,1,2,Logística Norte SAC,Carmen Vásquez,Exportación,FOB,Aéreo,CONT-683046,Callao
Harina panetonera especial (50 kg),Perú,Cusco,329,No,PEN,10396,2024-03-23,Pastelería Dulce Hogar,Panetonera,5273.73,Distribuidor,108.74,Ruta Norte,DHL,2,2,TransHarinas SAC,Carlos Huamán,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Panamá,Ciudad de Panamá,208,No,USD,10414,2024-05-06,Panadería Panamá Viejo,Panetonera,4872.03,Online,246.47,Ruta Centro,FedEx,0,4,Harinas Express,Patricia Salazar,Exportación,CIF,Aéreo,CONT-536927,Callao
Harina pastelera premium (50 kg),Perú,Arequipa,323,Sí,PEN,10104,2024-01-31,Bodega Santa Rosa,Pastelera,4556.99,Distribuidor,265.14,Ruta Sur,FedEx,0,3,Distribuciones Santa Clara,Diego Chávez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Lima,252,No,PEN,10109,2024-03-10,Pastelería El Buen Sabor,Pastelera,8257.0,Distribuidor,104.69,Ruta Centro,DHL,4,2,Harinas Express,Rosa Fernández,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Cuba,La Habana,346,No,USD,10114,2024-04-01,Bodega Habana Centro,Pastelera,8209.44,Tienda física,260.44,Ruta Centro,FedEx,1,4,TransHarinas SAC,Miguel Sánchez,Exportación,FOB,Aéreo,CONT-513215,Paita
Harina pastelera premium (50 kg),Guatemala,Quetzaltenango,299,No,USD,10122,2024-05-08,Supermercado Quetzal,Pastelera,3598.5,Distribuidor,260.02,Ruta Centro,DHL,1,5,Distribuidora Andina Sur,Andrés Quispe,Exportación,CIF,Marítimo,CONT-783248,Matarani
Harina pastelera premium (50 kg),Perú,Arequipa,310,No,PEN,10127,2024-06-03,Panadería San José,Pastelera,3837.24,Online,234.1,Ruta Norte,DHL,1,5,TransHarinas SAC,Carmen Vásquez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Arequipa,379,No,PEN,10136,2024-07-04,Bodega Santa Rosa,Pastelera,8331.61,Distribuidor,61.07,Ruta Sur,UPS,0,5,TransHarinas SAC,Patricia Salazar,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Cusco,332,Sí,PEN,10141,2024-08-01,Panadería San José,Pastelera,4836.5,Tienda física,213.29,Ruta Norte,DHL,3,3,Harinas Express,Andrés Quispe,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Cusco,289,No,PEN,10148,2024-09-11,Panificadora Andina,Pastelera,5418.88,Tienda física,284.61,Ruta Sur,DHL,0,2,Distribuciones Santa Clara,Miguel Sánchez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Panamá,Colón,386,No,USD,10151,2024-09-21,Panadería Panamá Viejo,Pastelera,3734.01,Distribuidor,211.11,Ruta Sur,DHL,0,2,Logística Norte SAC,Diego Chávez,Exportación,CIF,Aéreo,CONT-074399,Matarani
Harina pastelera premium (50 kg),Colombia,Medellín,400,No,USD,10160,2024-10-11,Supermercado Cafetal,Pastelera,3996.4,Tienda física,112.85,Ruta Norte,DHL,0,1,Distribuidora Andina Sur,Carmen Vásquez,Exportación,DAP,Aéreo,CONT-868266,Paita
Harina pastelera premium (50 kg),Perú,Piura,269,No,PEN,10165,2024-10-22,Supermercado Túpac Amaru,Pastelera,8754.69,Online,160.16,Ruta Norte,UPS,3,5,Distribuciones Santa Clara,Miguel Sánchez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Trujillo,264,No,PEN,10171,2024-11-05,Panadería San José,Pastelera,5481.45,Online,200.8,Ruta Sur,DHL,2,3,Logística Integral Perú,Miguel Sánchez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Trujillo,243,No,PEN,10175,2024-11-06,Bodega Los Olivos,Pastelera,4419.89,Distribuidor,162.96,Ruta Sur,UPS,4,4,TransHarinas SAC,Rosa Fernández,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Chiclayo,362,No,PEN,10181,2024-11-12,Panadería Doña Rosa,Pastelera,6324.75,Distribuidor,53.59,Ruta Sur,DHL,2,3,Logística Norte SAC,Pedro Castillo,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Trujillo,304,No,PEN,10184,2024-11-14,Panadería Doña Rosa,Pastelera,4409.72,Distribuidor,107.38,Ruta Centro,UPS,2,2,Logística Norte SAC,María Torres,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Colombia,Bogotá,248,No,USD,10192,2024-11-20,Pastelería Antioqueña,Pastelera,3918.46,Tienda física,244.67,Ruta Sur,FedEx,0,5,Logística Integral Perú,Lucía Ramírez,Exportación,DAP,Marítimo,CONT-258044,Matarani
Harina pastelera premium (50 kg),Venezuela,Caracas,289,No,USD,10195,2024-11-25,Supermercado Orinoco,Pastelera,7620.5,Online,261.2,Ruta Norte,UPS,2,1,TransHarinas SAC,Rosa Fernández,Exportación,DAP,Aéreo,CONT-027775,Paita
